"receiver_id","receiver","posteam","air_yards","headshot_url","image"
"00-0037239","C.Olave","NO",7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fh4mzrgbiqemhomzpukt","./images/circle_headshots/00-0037239.png"
"00-0031408","M.Evans","TB",14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pyilrqdmfvv1zceem1cg","./images/circle_headshots/00-0031408.png"
"00-0031408","M.Evans","TB",7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pyilrqdmfvv1zceem1cg","./images/circle_headshots/00-0031408.png"
"00-0036322","J.Jefferson","MIN",4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0035676","A.Brown","PHI",6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0035676","A.Brown","PHI",10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0035676","A.Brown","PHI",30,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0035676","A.Brown","PHI",5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0035676","A.Brown","PHI",29,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0035676","A.Brown","PHI",6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0035676","A.Brown","PHI",5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0035676","A.Brown","PHI",6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0031544","A.Cooper","CLE",18,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4","./images/circle_headshots/00-0031544.png"
"00-0031544","A.Cooper","CLE",14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4","./images/circle_headshots/00-0031544.png"
"00-0036358","C.Lamb","DAL",2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036358","C.Lamb","DAL",-3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036358","C.Lamb","DAL",6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036358","C.Lamb","DAL",7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036358","C.Lamb","DAL",3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0031381","D.Adams","LV",32,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jmojceirzhgctrcfi4aw","./images/circle_headshots/00-0031381.png"
"00-0031381","D.Adams","LV",33,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jmojceirzhgctrcfi4aw","./images/circle_headshots/00-0031381.png"
"00-0031381","D.Adams","LV",4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jmojceirzhgctrcfi4aw","./images/circle_headshots/00-0031381.png"
"00-0033040","T.Hill","MIA",11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0033040","T.Hill","MIA",-4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0033040","T.Hill","MIA",28,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0036613","J.Waddle","MIA",5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlneyg7usy4pn9psbnru","./images/circle_headshots/00-0036613.png"
"00-0033040","T.Hill","MIA",-3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0036613","J.Waddle","MIA",9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlneyg7usy4pn9psbnru","./images/circle_headshots/00-0036613.png"
"00-0036322","J.Jefferson","MIN",11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",19,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",16,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",24,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",33,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",21,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0031588","S.Diggs","BUF",4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0031588","S.Diggs","BUF",3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0031588","S.Diggs","BUF",1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0035676","A.Brown","PHI",6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0035676","A.Brown","PHI",29,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0035676","A.Brown","PHI",7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0035676","A.Brown","PHI",10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0031408","M.Evans","TB",7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pyilrqdmfvv1zceem1cg","./images/circle_headshots/00-0031408.png"
"00-0031408","M.Evans","TB",10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pyilrqdmfvv1zceem1cg","./images/circle_headshots/00-0031408.png"
"00-0031408","M.Evans","TB",20,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pyilrqdmfvv1zceem1cg","./images/circle_headshots/00-0031408.png"
"00-0031408","M.Evans","TB",5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pyilrqdmfvv1zceem1cg","./images/circle_headshots/00-0031408.png"
"00-0037239","C.Olave","NO",10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fh4mzrgbiqemhomzpukt","./images/circle_headshots/00-0037239.png"
"00-0037239","C.Olave","NO",19,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fh4mzrgbiqemhomzpukt","./images/circle_headshots/00-0037239.png"
"00-0037239","C.Olave","NO",14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fh4mzrgbiqemhomzpukt","./images/circle_headshots/00-0037239.png"
"00-0031544","A.Cooper","CLE",2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4","./images/circle_headshots/00-0031544.png"
"00-0031544","A.Cooper","CLE",4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4","./images/circle_headshots/00-0031544.png"
"00-0031544","A.Cooper","CLE",16,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4","./images/circle_headshots/00-0031544.png"
"00-0031544","A.Cooper","CLE",12,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4","./images/circle_headshots/00-0031544.png"
"00-0031408","M.Evans","TB",10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pyilrqdmfvv1zceem1cg","./images/circle_headshots/00-0031408.png"
"00-0031408","M.Evans","TB",13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pyilrqdmfvv1zceem1cg","./images/circle_headshots/00-0031408.png"
"00-0031408","M.Evans","TB",7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pyilrqdmfvv1zceem1cg","./images/circle_headshots/00-0031408.png"
"00-0031408","M.Evans","TB",20,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pyilrqdmfvv1zceem1cg","./images/circle_headshots/00-0031408.png"
"00-0031408","M.Evans","TB",8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pyilrqdmfvv1zceem1cg","./images/circle_headshots/00-0031408.png"
"00-0036358","C.Lamb","DAL",18,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036358","C.Lamb","DAL",-1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036358","C.Lamb","DAL",15,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036358","C.Lamb","DAL",3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036358","C.Lamb","DAL",14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036358","C.Lamb","DAL",22,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036358","C.Lamb","DAL",5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036322","J.Jefferson","MIN",-1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0031588","S.Diggs","BUF",16,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0036613","J.Waddle","MIA",13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlneyg7usy4pn9psbnru","./images/circle_headshots/00-0036613.png"
"00-0033040","T.Hill","MIA",5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0033040","T.Hill","MIA",3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0031588","S.Diggs","BUF",15,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0036613","J.Waddle","MIA",27,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlneyg7usy4pn9psbnru","./images/circle_headshots/00-0036613.png"
"00-0033040","T.Hill","MIA",6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0033040","T.Hill","MIA",14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0031588","S.Diggs","BUF",11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0036613","J.Waddle","MIA",26,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlneyg7usy4pn9psbnru","./images/circle_headshots/00-0036613.png"
"00-0031588","S.Diggs","BUF",2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0033040","T.Hill","MIA",2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0033040","T.Hill","MIA",20,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0033040","T.Hill","MIA",2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0033040","T.Hill","MIA",13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0033040","T.Hill","MIA",-3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0031588","S.Diggs","BUF",5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0031381","D.Adams","LV",3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jmojceirzhgctrcfi4aw","./images/circle_headshots/00-0031381.png"
"00-0031381","D.Adams","LV",4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jmojceirzhgctrcfi4aw","./images/circle_headshots/00-0031381.png"
"00-0031381","D.Adams","LV",9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jmojceirzhgctrcfi4aw","./images/circle_headshots/00-0031381.png"
"00-0031381","D.Adams","LV",4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jmojceirzhgctrcfi4aw","./images/circle_headshots/00-0031381.png"
"00-0035676","A.Brown","PHI",7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0035676","A.Brown","PHI",6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0035676","A.Brown","PHI",26,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0035676","A.Brown","PHI",13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0035676","A.Brown","PHI",9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0035676","A.Brown","PHI",6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0035676","A.Brown","PHI",4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0035676","A.Brown","PHI",39,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0035676","A.Brown","PHI",6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0031588","S.Diggs","BUF",11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0031588","S.Diggs","BUF",14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0033040","T.Hill","MIA",14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0036613","J.Waddle","MIA",10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlneyg7usy4pn9psbnru","./images/circle_headshots/00-0036613.png"
"00-0033040","T.Hill","MIA",13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0033040","T.Hill","MIA",49,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0036613","J.Waddle","MIA",12,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlneyg7usy4pn9psbnru","./images/circle_headshots/00-0036613.png"
"00-0036613","J.Waddle","MIA",7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlneyg7usy4pn9psbnru","./images/circle_headshots/00-0036613.png"
"00-0036613","J.Waddle","MIA",15,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlneyg7usy4pn9psbnru","./images/circle_headshots/00-0036613.png"
"00-0036613","J.Waddle","MIA",16,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlneyg7usy4pn9psbnru","./images/circle_headshots/00-0036613.png"
"00-0033040","T.Hill","MIA",16,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0031381","D.Adams","LV",3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jmojceirzhgctrcfi4aw","./images/circle_headshots/00-0031381.png"
"00-0031381","D.Adams","LV",-7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jmojceirzhgctrcfi4aw","./images/circle_headshots/00-0031381.png"
"00-0031544","A.Cooper","CLE",2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4","./images/circle_headshots/00-0031544.png"
"00-0031544","A.Cooper","CLE",14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4","./images/circle_headshots/00-0031544.png"
"00-0031544","A.Cooper","CLE",9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4","./images/circle_headshots/00-0031544.png"
"00-0031544","A.Cooper","CLE",11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4","./images/circle_headshots/00-0031544.png"
"00-0031544","A.Cooper","CLE",8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4","./images/circle_headshots/00-0031544.png"
"00-0031544","A.Cooper","CLE",14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4","./images/circle_headshots/00-0031544.png"
"00-0036322","J.Jefferson","MIN",-3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",17,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",12,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",12,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",16,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",18,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",-1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0035676","A.Brown","PHI",8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0035676","A.Brown","PHI",26,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0036358","C.Lamb","DAL",5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036358","C.Lamb","DAL",3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036358","C.Lamb","DAL",5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036358","C.Lamb","DAL",30,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0035676","A.Brown","PHI",7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0036358","C.Lamb","DAL",25,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036358","C.Lamb","DAL",5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036358","C.Lamb","DAL",-4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036358","C.Lamb","DAL",8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0035676","A.Brown","PHI",9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0035676","A.Brown","PHI",11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0036358","C.Lamb","DAL",7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036358","C.Lamb","DAL",6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0035676","A.Brown","PHI",13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0031408","M.Evans","TB",5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pyilrqdmfvv1zceem1cg","./images/circle_headshots/00-0031408.png"
